vs@0,vs@1,vs@2,vs@3,vs@4,vs@5,vs@6,vs@7,vs@8,vs@9,vs@10,vs@11,vs@12,vs@13,vs@14,vs@15,vs@16,vs@17,vs@18,vs@19,vs@20,vs@21,vs@22,vs@23,vs@24,vs@25,vs@26,vs@27,vs@28,vs@29,vs@30
351.346,343.16928,334.63428,326.973,331.31128,344.10803,343.9684,340.30972,354.45328,357.50894,369.66522,387.2662,391.15787,401.0162,411.15125,421.28247,431.0476,434.6467,447.65674,464.51505,470.2732,494.0766,501.29944,510.32272,508.7737,539.44574,554.0039,546.1091,566.8387,574.0399,577.431
265.8879,216.39378,217.52838,228.64618,224.88681,239.9469,238.06151,240.23738,251.55598,248.62704,252.08853,271.67435,287.96353,292.24365,306.19922,316.19443,323.51,324.938,340.23727,350.2963,351.8224,373.8992,375.6818,395.82507,385.2597,398.37073,405.57938,415.33774,424.9705,429.7272,436.84885
270.99142,221.18147,221.163,232.0291,228.71292,244.31905,243.04636,245.13174,256.51566,253.70055,256.44006,276.83105,293.0929,297.983,311.59802,321.4687,328.78598,330.17932,344.6724,355.31845,357.5047,379.17828,381.18256,400.92255,390.71933,403.5595,410.57547,420.70618,431.2976,435.5739,442.2944
467.74103,449.35278,471.4702,460.18774,473.48074,477.2842,460.516,470.6993,492.1168,484.3333,513.2766,516.8358,521.89795,541.29083,561.8149,573.98883,594.28394,599.749,612.1522,644.2955,663.8557,678.46606,674.7362,704.7341,719.8822,747.293,790.1078,793.85065,786.2087,795.46106,778.43585
325.84995,345.2861,352.9051,349.30695,354.03595,360.55417,362.23907,360.20694,373.7359,376.59952,388.95847,404.30295,411.65457,424.733,436.91125,447.94382,460.87347,469.95767,483.63843,498.1666,513.55005,542.0612,544.9458,559.66455,557.1953,591.74603,613.22974,600.3591,620.6194,624.17426,621.9149
442.2612,432.49112,459.0983,457.04495,463.368,454.62424,457.91898,456.3276,465.17435,474.7306,483.2634,490.77515,518.0531,529.5751,551.3159,569.0922,592.04706,608.2552,624.3825,651.1593,688.4671,709.49585,712.1845,735.5943,738.1077,782.61316,799.42224,798.09686,822.74,814.1098,820.6289
450.09518,411.92953,414.19434,408.3574,410.37723,406.48932,407.06686,401.54044,408.64127,412.99936,424.69382,437.47733,453.59866,471.33734,486.67264,500.2458,520.6566,538.47974,557.11383,580.12573,612.9309,645.3362,657.4197,683.80444,695.0712,734.7925,767.8359,774.0451,791.5704,788.6338,787.9385
459.44818,415.2195,399.60477,380.56302,372.4595,367.86026,369.70563,363.8331,369.01,373.48605,383.8411,398.7845,411.4539,427.9306,437.9216,447.08228,460.90857,472.14297,486.42636,501.3684,519.20715,548.46423,561.8444,582.1495,583.5129,617.8659,643.02216,637.45465,660.3116,661.35925,664.6977
463.64008,419.84982,408.2438,392.4894,387.00067,382.17563,383.01935,375.8693,381.75488,385.06375,396.42026,410.641,423.3046,440.69763,451.97778,462.4012,477.4471,490.84503,507.33008,524.6357,546.3686,577.0632,590.7873,612.7046,616.10455,652.3441,679.6754,675.1997,698.3935,697.3136,699.8266
262.70587,227.0133,234.49037,244.67912,241.55852,258.59256,257.41638,259.3614,270.0714,269.10992,269.26526,292.54095,310.44513,315.56866,329.07028,337.78723,346.97662,349.33148,361.95737,374.38635,380.1519,402.57812,405.4305,423.472,414.58646,425.735,434.865,446.84592,457.55142,460.04767,464.44348
268.61728,240.44432,248.67273,255.05411,253.41583,271.51556,271.03406,272.1428,282.7738,283.43994,281.6974,307.38614,324.9016,330.89304,344.0674,351.41956,362.69055,366.36353,376.6971,391.7047,398.30072,421.2033,425.53607,441.0384,434.5535,447.09586,456.2078,469.0298,480.53964,481.0822,485.14984
273.26483,240.92764,246.67926,253.36096,251.6886,269.89334,269.70587,270.71793,281.47836,281.73715,280.46503,305.77805,322.93967,329.02255,342.00955,349.7125,360.50128,363.71564,374.17743,389.03577,395.12042,417.89722,421.78235,437.62048,430.84766,443.3595,452.0219,464.62378,476.8005,477.46802,481.86688
272.47665,237.99188,243.22119,250.86595,248.9772,266.84772,266.67926,267.9305,278.5798,278.47525,277.60187,302.39154,319.80145,325.67078,338.60028,346.85208,357.05893,359.75647,370.8174,384.9822,390.88617,413.72842,417.08914,433.46,426.25992,438.2654,446.92905,459.2685,471.5927,472.52307,476.9608
798.6637,795.5292,774.1907,748.8788,741.9849,732.32556,740.6589,735.3721,738.2421,736.3927,737.5154,746.0588,772.0132,798.2783,817.78174,833.68585,855.37366,875.12946,881.4263,900.6108,940.0379,951.40875,956.4335,982.2069,1010.47784,1046.0071,1103.5181,1124.5605,1139.0331,1156.4338,1152.172
261.39066,224.76682,229.88841,240.37314,236.22693,253.2602,251.2355,252.98613,264.61722,263.19217,263.90106,286.3051,303.62244,308.03986,322.2179,331.086,339.64743,341.4888,355.38522,367.1365,371.19565,393.62128,396.06476,415.03802,405.06604,417.0192,425.4814,436.93042,447.45355,450.6232,455.7713
322.557,316.44974,332.62637,330.6966,331.6285,335.8718,339.62088,339.49554,347.98395,360.20007,361.64346,377.92468,396.31296,407.34702,419.26758,430.1501,447.68927,457.43433,472.5857,486.7182,507.11874,535.79346,540.7405,557.2985,554.96594,585.11523,608.9674,602.8795,620.05273,619.6678,614.04675
